id	item_id	order	en	order	section	array_start	array_end	array_seasons	start_time	end_time	is_allday	location	location_id	seasonality	is_allyear	hemi	array_seasons	seasonality2	is_allyear2	hemi2										
137	1393		ribbon eel	65	2	{3/20/2020 16:00.00}	{3/21/2020 09:00.00}	"{6,7,8,9,10}"	3/20/2020 16:00:00	3/21/2020 9:00:00				"6,7,8,9,10"		north	"{1,2,3,4,12}"	"1,2,3,4,12"	0	south										
138	1394		football fish	77	2	{3/20/2020 16:00.00}	{3/21/2020 09:00.00}	"{1,2,3,11,12}"	3/20/2020 16:00:00	3/21/2020 9:00:00				"1,2,3,11,12"		north	"{5,6,7,8,9}"	"5,6,7,8,9"	0	south										
139	1395		tuna	66	2			"{1,2,3,4,11,12}"			TRUE	pier	13	"1,2,3,4,11,12"		north	"{5,6,7,8,9,10}"	"5,6,7,8,9,10"	0	south										
140	1396		blue marlin	67	2			"{1,2,3,4,7,8,9,11,12}"			TRUE	pier	13	"1,2,3,4,7,8,9,11,12"		north	"{1,2,3,5,6,7,8,9,10}"	"1,2,3,5,6,7,8,9,10"	0	south										
141	1397		giant trevally	68	2			"{5,6,7,8,9,10}"			TRUE			"5,6,7,8,9,10"		north	"{1,2,3,4,11,12}"	"1,2,3,4,11,12"	0	south										
142	1398		ray	71	2	{3/21/2020 04:00.00}	{3/21/2020 21:00.00}	"{8,9,10,11}"	3/21/2020 4:00:00	3/21/2020 21:00:00				"8,9,10,11"		north	"{2,3,4,5}"	"2,3,4,5"	0	south										
143	1399		ocean sunfish	70	2	{3/21/2020 04:00.00}	{3/21/2020 21:00.00}	"{7,8,9}"	3/21/2020 4:00:00	3/21/2020 21:00:00				"7,8,9"		north	"{1,2,3}"	"1,2,3"	0	south										
144	1400		hammerhead shark	73	2	{3/20/2020 16:00.00}	{3/21/2020 09:00.00}	"{6,7,8,9}"	3/20/2020 16:00:00	3/21/2020 9:00:00				"6,7,8,9"		north	"{1,2,3,4,12}"	"1,2,3,4,12"	0	south										
145	1401		great white shark	74	2	{3/20/2020 16:00.00}	{3/21/2020 09:00.00}	"{6,7,8,9}"	3/20/2020 16:00:00	3/21/2020 9:00:00				"6,7,8,9"		north	"{1,2,3,12}"	"1,2,3,12"	0	south										
146	1402		saw shark	72	2	{3/20/2020 16:00.00}	{3/21/2020 09:00.00}	"{6,7,8,9}"	3/20/2020 16:00:00	3/21/2020 9:00:00				"6,7,8,9"		north	"{1,2,3,12}"	"1,2,3,12"	0	south										
147	1403		whale shark	75	2			"{6,7,8,9}"			TRUE			"6,7,8,9"		north	"{1,2,3,12}"	"1,2,3,12"	0	south										
148	1404		oarfish	78	2			"{1,2,3,4,5,12}"			TRUE			"1,2,3,4,5,12"		north	"{6,7,8,9,10,11}"	"6,7,8,9,10,11"	0	south										
149	1405		coelacanth	80	2						TRUE				TRUE	north			TRUE	south										
150	1406		sturgeon	46	2			"{1,2,3,9,10,11,12}"			TRUE			"1,2,3,9,10,11,12"		north	"{3,4,5,6,7,8,9}"	"3,4,5,6,7,8,9"	0	south										
151	1407		tilapia	23	2			"{6,7,8,9,10}"			TRUE			"6,7,8,9,10"		north	"{1,2,3,4,12}"	"1,2,3,4,12"	0	south										
152	1408		betta	37	2	{3/21/2020 09:00.00}	{3/21/2020 16:00.00}	"{5,6,7,8,9,10}"	3/21/2020 9:00:00	3/21/2020 16:00:00				"5,6,7,8,9,10"		north	"{1,2,3,4,11,12}"	"1,2,3,4,11,12"	0	south										
153	1409		snapping turtle	13	2	{3/20/2020 21:00.00}	{3/21/2020 04:00.00}	"{4,5,6,7,8,9,10}"	3/20/2020 21:00:00	3/21/2020 4:00:00				"4,5,6,7,8,9,10"		north	"{1,2,3,4,10,12}"	"1,2,3,4,10,12"	0	south										
154	1410		golden trout	29	2	{3/20/2020 16:00.00}	{3/21/2020 09:00.00}	"{3,4,5,9,10,11}"	3/20/2020 16:00:00	3/21/2020 9:00:00				"3,4,5,9,10,11"		north	"{3,4,5,9,10,11}"	"3,4,5,9,10,11"	0	south										
155	1411		rainbowfish	39	2	{3/21/2020 09:00.00}	{3/21/2020 16:00.00}	"{5,6,7,8,9,10}"	3/21/2020 9:00:00	3/21/2020 16:00:00				"5,6,7,8,9,10"		north	"{1,2,3,4,11,12}"	"1,2,3,4,11,12"	0	south										
156	1412		anchovy	56	2	{3/21/2020 04:00.00}	{3/21/2020 21:00.00}		3/21/2020 4:00:00	3/21/2020 21:00:00		ocean	2		TRUE	north			TRUE	south										
157	1413		mahi-mahi	69	2			"{5,6,7,8,9,10}"			TRUE			"5,6,7,8,9,10"		north	"{1,2,3,4,11,12}"	"1,2,3,4,11,12"	0	south										
158	1414		suckerfish	76	2			"{6,7,8,9}"			TRUE			"6,7,8,9"		north	"{1,2,3,12}"	"1,2,3,12"	0	south										
159	1415		barreleye	79	2	{3/20/2020 21:00.00}	{3/21/2020 04:00.00}		3/20/2020 21:00:00	3/21/2020 4:00:00					TRUE	north			TRUE	south										
160	1416		ranchu goldfish	9	2	{3/21/2020 09:00.00}	{3/21/2020 16:00.00}		3/21/2020 9:00:00	3/21/2020 16:00:00					TRUE	north			TRUE	south										
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
